,NO,Time,FcName,FcCode,FcLoc,water_use,Cl_Val,Cl_Unit,pH_Val,pH_Unit,tb_Val,tb_Unit
646,434,2022050310,석성정수장,4476012351,충남 부여군 석성면,생활정수,0.7882,mg/L,7.4287,pH,0.0521,NTU
647,433,2022050310,자인정수장,4729012339,경산시 자인면,생활정수,0.6879,mg/L,6.9935,pH,0.0652,NTU
648,432,2022050310,고양정수장,4128512319,경기도 고양시 일산동구,생활정수,0.8769,mg/L,7.5771,pH,0.0712,NTU
649,431,2022050310,송전정수장,4273012356,강원도 횡성군 횡성읍,생활정수,0.5879,mg/L,7.7598,pH,0.0552,NTU
650,430,2022050310,천안정수장,4413112355,충남 천안시 동남구,공업용수,0.4977,mg/L,7.0761,pH,0.3212,NTU
651,429,2022050310,아산정수장,4420012354,충남 아산시 영인면,공업용수,0.3796,mg/L,7.2630,pH,0.5120,NTU
652,428,2022050310,고산정수장,4571012367,전북 완주군 고산면,생활정수,0.8762,mg/L,7.3494,pH,0.0414,NTU
653,427,2022050310,보령정수장,4418012359,층남 보령시 웅천읍,생활정수,0.8735,mg/L,7.6807,pH,0.0576,NTU
654,426,2022050310,아산정수장,4420012354,충남 아산시 영인면,생활정수,0.7371,mg/L,7.3139,pH,0.0515,NTU
655,425,2022050310,학야정수장,4711312378,포항시 북구 기계면,생활정수,0.7795,mg/L,7.4685,pH,0.0677,NTU
656,424,2022050310,구미정수장,4719012337,경북 구미시 고아읍,생활정수,0.6624,mg/L,7.1434,pH,0.0661,NTU
657,423,2022050310,성남정수장,4113112313,경기도 성남시 수정구,생활정수,0.8079,mg/L,7.5304,pH,0.0540,NTU
658,422,2022050310,반월정수장,4127112311,경기도 안산시 상록구,생활정수,1.0620,mg/L,7.4630,pH,0.0530,NTU
659,421,2022050310,화순정수장,4679012364,전남 화순군 화순읍,생활정수,점검중,mg/L,7.1031,pH,0.0763,NTU
660,420,2022050310,밀양정수장,4827012381,경남 밀양시 산외면,생활정수,0.5700,mg/L,7.1061,pH,0.0446,NTU
661,419,2022050310,군산정수장,4513012365,전북 군산시 내흥동,공업용수,0.0038,mg/L,7.3329,pH,0.6542,NTU
662,418,2022050310,시흥정수장,4127312314,경기도 안산시 선부2동,생활정수,0.8202,mg/L,7.6288,pH,0.0622,NTU
663,417,2022050310,덕소정수장,4136012317,경기도 남양주시 와부읍,생활정수,0.8713,mg/L,7.4309,pH,0.0588,NTU
664,416,2022050310,평림정수장,4688012387,전남 장성군 삼계면,생활정수,0.8699,mg/L,7.0243,pH,0.0600,NTU
665,415,2022050310,운문정수장,4782012340,경북 청도군 운문면,생활정수,0.7580,mg/L,7.2051,pH,0.0425,NTU
666,414,2022050310,청주정수장,4311112353,충북 청주시 상당구,공업용수,0.0580,mg/L,7.5927,pH,0.3706,NTU
667,413,2022050310,시흥정수장,4127312314,경기도 안산시 선부2동,공업용수,점검중,mg/L,7.6394,pH,0.1966,NTU
668,412,2022050310,충주정수장,4313012380,충북 충주시 용탄동,생활정수,0.7703,mg/L,7.8791,pH,0.0389,NTU
669,411,2022050310,청주정수장,4311112353,충북 청주시 상당구,생활정수,0.9165,mg/L,7.5942,pH,0.0689,NTU
670,410,2022050310,동화정수장,4574012385,전북 장수군 변암면,생활정수,0.7667,mg/L,7.0325,pH,0.0650,NTU
671,409,2022050310,구천정수장,4831012332,경남 거제시 신협읍,생활정수,0.8298,mg/L,7.1483,pH,0.0503,NTU
672,408,2022050310,덕정정수장,4680012386,전남 장흥군 부산면,생활정수,0.9417,mg/L,7.4017,pH,0.0558,NTU
673,407,2022050310,온산정수장,3171012336,울산시 울주군 온산읍,공업용수,0.0163,mg/L,7.5210,pH,0.5994,NTU
674,406,2022050310,양산정수장,4833012382,경남 양산시 상북면,생활정수,0.5308,mg/L,7.0663,pH,0.0431,NTU
675,405,2022050309,청주정수장,4311112353,충북 청주시 상당구,생활정수,0.9197,mg/L,7.5943,pH,0.0689,NTU
676,404,2022050309,군산정수장,4513012365,전북 군산시 내흥동,공업용수,0.0030,mg/L,7.3313,pH,0.6543,NTU
677,403,2022050309,공주정수장,4415012357,충남 공주시 유구읍,생활정수,0.6759,mg/L,7.4434,pH,0.0358,NTU
678,402,2022050309,보령정수장,4418012359,층남 보령시 웅천읍,생활정수,0.8872,mg/L,7.6413,pH,0.0585,NTU
679,401,2022050309,아산정수장,4420012354,충남 아산시 영인면,생활정수,0.7351,mg/L,7.3077,pH,0.0512,NTU
680,400,2022050309,반송정수장,4812312335,경남 창원시 성산구,생활정수,0.6442,mg/L,6.7792,pH,0.0747,NTU
681,399,2022050309,연초정수장,4831012331,경남 거제시 연초면,생활정수,0.7214,mg/L,7.2269,pH,0.0261,NTU
682,398,2022050309,덕소정수장,4136012317,경기도 남양주시 와부읍,생활정수,0.8452,mg/L,7.4308,pH,0.0585,NTU
683,397,2022050309,시흥정수장,4127312314,경기도 안산시 선부2동,공업용수,점검중,mg/L,7.6458,pH,0.2002,NTU
684,396,2022050309,금산정수장,4471012372,충남 금산군 남일면,생활정수,0.4618,mg/L,7.7246,pH,0.0881,NTU
685,395,2022050309,양산정수장,4833012382,경남 양산시 상북면,생활정수,0.5384,mg/L,7.0688,pH,0.0430,NTU
686,394,2022050309,와부정수장,4136012312,경기도 남양주시 와부읍,생활정수,0.8883,mg/L,7.4507,pH,0.0618,NTU
687,393,2022050309,천안정수장,4413112355,충남 천안시 동남구,생활정수,0.7179,mg/L,7.1258,pH,0.0689,NTU
688,392,2022050309,청주정수장,4311112353,충북 청주시 상당구,공업용수,0.0859,mg/L,7.5905,pH,0.3583,NTU
689,391,2022050309,구미정수장,4719012337,경북 구미시 고아읍,생활정수,0.6662,mg/L,7.1439,pH,0.0667,NTU
690,390,2022050309,고령정수장,4783012344,경북 고령군 다산면,생활정수,0.7280,mg/L,6.9093,pH,0.0569,NTU
691,389,2022050309,시흥정수장,4127312314,경기도 안산시 선부2동,생활정수,0.8201,mg/L,7.6325,pH,0.0609,NTU
692,388,2022050309,부안정수장,4580012360,전북 부안군 변산면,생활정수,0.8530,mg/L,6.8057,pH,0.0322,NTU
693,387,2022050309,화순정수장,4679012364,전남 화순군 화순읍,생활정수,점검중,mg/L,7.1054,pH,0.0768,NTU
694,386,2022050309,덕정정수장,4680012386,전남 장흥군 부산면,생활정수,0.9392,mg/L,7.4013,pH,0.0559,NTU
695,385,2022050309,학야정수장,4711312378,포항시 북구 기계면,생활정수,0.7429,mg/L,7.4681,pH,0.0689,NTU
696,384,2022050309,석성정수장,4476012351,충남 부여군 석성면,생활정수,0.7804,mg/L,7.4766,pH,0.0527,NTU
697,383,2022050309,파주정수장,4148012318,경기도 파주시 파주읍,공업용수,0.0000,mg/L,7.5120,pH,0.1841,NTU
698,382,2022050309,수지정수장,4146512316,경기도 용인시 상현동,생활정수,0.8222,mg/L,7.5616,pH,0.0702,NTU
699,381,2022050309,반월정수장,4127112311,경기도 안산시 상록구,생활정수,1.0774,mg/L,7.4669,pH,0.0532,NTU
700,380,2022050309,고양정수장,4128512319,경기도 고양시 일산동구,생활정수,0.8679,mg/L,7.5826,pH,0.0708,NTU
701,379,2022050309,천안정수장,4413112355,충남 천안시 동남구,공업용수,0.4807,mg/L,7.0788,pH,0.3280,NTU
702,378,2022050309,충주정수장,4313012380,충북 충주시 용탄동,생활정수,0.8070,mg/L,7.8816,pH,0.0392,NTU
703,377,2022050309,고산정수장,4571012367,전북 완주군 고산면,생활정수,0.8842,mg/L,7.3463,pH,0.0414,NTU
704,376,2022050309,산성정수장,4518012363,전북 정읍시 옹동면,생활정수,0.9313,mg/L,7.6723,pH,0.0479,NTU
705,375,2022050309,사천정수장,4824012333,경남 사천시 축동면,생활정수,0.8528,mg/L,7.0682,pH,0.0397,NTU
706,374,2022050309,평림정수장,4688012387,전남 장성군 삼계면,생활정수,0.8432,mg/L,7.0236,pH,0.0604,NTU
707,373,2022050309,별량정수장,4615012368,전남 순천시 별량면,생활정수,0.8328,mg/L,7.1963,pH,0.0544,NTU
708,372,2022050309,대불정수장,4684012366,전남 무안군 몽타면,공업용수,점검중,mg/L,점검중,pH,0.2594,NTU
709,371,2022050309,자인정수장,4729012339,경산시 자인면,생활정수,0.6854,mg/L,6.9915,pH,0.0645,NTU
710,370,2022050309,일산정수장,4128112315,경기도 고양시 덕양구,생활정수,0.9185,mg/L,7.5791,pH,0.0606,NTU
711,369,2022050309,송전정수장,4273012356,강원도 횡성군 횡성읍,생활정수,0.5951,mg/L,7.7596,pH,0.0565,NTU
712,368,2022050309,운문정수장,4782012340,경북 청도군 운문면,생활정수,0.7589,mg/L,7.2056,pH,0.0413,NTU
713,367,2022050309,밀양정수장,4827012381,경남 밀양시 산외면,생활정수,0.5528,mg/L,7.1061,pH,0.0459,NTU
714,366,2022050309,온산정수장,3171012336,울산시 울주군 온산읍,공업용수,0.0163,mg/L,7.5239,pH,0.6188,NTU
715,365,2022050309,성남정수장,4113112313,경기도 성남시 수정구,생활정수,0.7974,mg/L,7.5272,pH,0.0539,NTU
716,364,2022050309,황지정수장,4219012371,강원도 태백시 황지동,생활정수,0.8295,mg/L,7.2510,pH,0.0736,NTU
717,363,2022050309,동화정수장,4574012385,전북 장수군 변암면,생활정수,0.7702,mg/L,7.0282,pH,0.0650,NTU
718,362,2022050309,구천정수장,4831012332,경남 거제시 신협읍,생활정수,0.8302,mg/L,7.1440,pH,0.0505,NTU
719,361,2022050309,아산정수장,4420012354,충남 아산시 영인면,공업용수,0.3619,mg/L,7.2600,pH,0.5159,NTU
720,360,2022050308,청주정수장,4311112353,충북 청주시 상당구,생활정수,0.9173,mg/L,7.5935,pH,0.0673,NTU
721,359,2022050308,밀양정수장,4827012381,경남 밀양시 산외면,생활정수,0.5177,mg/L,7.1059,pH,0.0448,NTU
722,358,2022050308,황지정수장,4219012371,강원도 태백시 황지동,생활정수,0.8572,mg/L,7.2566,pH,0.0743,NTU
723,357,2022050308,충주정수장,4313012380,충북 충주시 용탄동,생활정수,0.8312,mg/L,7.8847,pH,0.0389,NTU
724,356,2022050308,공주정수장,4415012357,충남 공주시 유구읍,생활정수,0.6753,mg/L,7.4416,pH,0.0356,NTU
725,355,2022050308,자인정수장,4729012339,경산시 자인면,생활정수,0.6820,mg/L,6.9834,pH,0.0650,NTU
726,354,2022050308,반송정수장,4812312335,경남 창원시 성산구,생활정수,0.6291,mg/L,6.7814,pH,0.0741,NTU
727,353,2022050308,구천정수장,4831012332,경남 거제시 신협읍,생활정수,0.8327,mg/L,7.1456,pH,0.0506,NTU
728,352,2022050308,일산정수장,4128112315,경기도 고양시 덕양구,생활정수,0.9228,mg/L,7.5812,pH,0.0610,NTU
729,351,2022050308,석성정수장,4476012351,충남 부여군 석성면,생활정수,0.7790,mg/L,7.5205,pH,0.0528,NTU
730,350,2022050308,보령정수장,4418012359,층남 보령시 웅천읍,생활정수,0.8845,mg/L,7.6163,pH,0.0580,NTU
731,349,2022050308,부안정수장,4580012360,전북 부안군 변산면,생활정수,0.8457,mg/L,6.7656,pH,0.0312,NTU
732,348,2022050308,대불정수장,4684012366,전남 무안군 몽타면,공업용수,점검중,mg/L,점검중,pH,0.2618,NTU
733,347,2022050308,학야정수장,4711312378,포항시 북구 기계면,생활정수,0.7346,mg/L,7.4685,pH,0.0745,NTU
734,346,2022050308,사천정수장,4824012333,경남 사천시 축동면,생활정수,0.8611,mg/L,7.0698,pH,0.0392,NTU
735,345,2022050308,반월정수장,4127112311,경기도 안산시 상록구,생활정수,1.0476,mg/L,7.4685,pH,0.0534,NTU
736,344,2022050308,금산정수장,4471012372,충남 금산군 남일면,생활정수,0.4668,mg/L,7.7251,pH,0.0882,NTU
737,343,2022050308,아산정수장,4420012354,충남 아산시 영인면,공업용수,0.4253,mg/L,7.2637,pH,0.5180,NTU
738,342,2022050308,평림정수장,4688012387,전남 장성군 삼계면,생활정수,0.8467,mg/L,7.0185,pH,0.0612,NTU
739,341,2022050308,고산정수장,4571012367,전북 완주군 고산면,생활정수,0.8861,mg/L,7.3432,pH,0.0413,NTU
740,340,2022050308,동화정수장,4574012385,전북 장수군 변암면,생활정수,0.7652,mg/L,7.0445,pH,0.0650,NTU
741,339,2022050308,온산정수장,3171012336,울산시 울주군 온산읍,공업용수,0.0167,mg/L,7.5317,pH,0.5824,NTU
742,338,2022050308,와부정수장,4136012312,경기도 남양주시 와부읍,생활정수,0.8901,mg/L,7.4446,pH,0.0607,NTU
743,337,2022050308,구미정수장,4719012337,경북 구미시 고아읍,생활정수,0.6884,mg/L,7.1474,pH,0.0682,NTU
744,336,2022050308,고양정수장,4128512319,경기도 고양시 일산동구,생활정수,0.8628,mg/L,7.5897,pH,0.0697,NTU
745,335,2022050308,천안정수장,4413112355,충남 천안시 동남구,공업용수,0.5016,mg/L,7.0777,pH,0.3338,NTU
746,334,2022050308,덕소정수장,4136012317,경기도 남양주시 와부읍,생활정수,0.8105,mg/L,7.4310,pH,0.0590,NTU
747,333,2022050308,송전정수장,4273012356,강원도 횡성군 횡성읍,생활정수,0.5908,mg/L,7.7582,pH,0.0566,NTU
748,332,2022050308,아산정수장,4420012354,충남 아산시 영인면,생활정수,0.7367,mg/L,7.3015,pH,0.0509,NTU
749,331,2022050308,화순정수장,4679012364,전남 화순군 화순읍,생활정수,점검중,mg/L,7.1058,pH,0.0770,NTU
750,330,2022050308,별량정수장,4615012368,전남 순천시 별량면,생활정수,0.8120,mg/L,7.1948,pH,0.0541,NTU
751,329,2022050308,양산정수장,4833012382,경남 양산시 상북면,생활정수,0.5381,mg/L,7.0645,pH,0.0425,NTU
752,328,2022050308,연초정수장,4831012331,경남 거제시 연초면,생활정수,0.7149,mg/L,7.2213,pH,0.0253,NTU
753,327,2022050308,청주정수장,4311112353,충북 청주시 상당구,공업용수,0.1144,mg/L,7.5895,pH,0.3654,NTU
754,326,2022050308,성남정수장,4113112313,경기도 성남시 수정구,생활정수,0.7948,mg/L,7.5311,pH,0.0543,NTU
755,325,2022050308,시흥정수장,4127312314,경기도 안산시 선부2동,생활정수,0.8150,mg/L,7.6274,pH,0.0609,NTU
756,324,2022050308,시흥정수장,4127312314,경기도 안산시 선부2동,공업용수,점검중,mg/L,7.6473,pH,0.2021,NTU
757,323,2022050308,수지정수장,4146512316,경기도 용인시 상현동,생활정수,0.8112,mg/L,7.5636,pH,0.0714,NTU
758,322,2022050308,운문정수장,4782012340,경북 청도군 운문면,생활정수,0.7435,mg/L,7.2024,pH,0.0416,NTU
759,321,2022050308,파주정수장,4148012318,경기도 파주시 파주읍,공업용수,0.0000,mg/L,7.5109,pH,0.1796,NTU
760,320,2022050308,군산정수장,4513012365,전북 군산시 내흥동,공업용수,0.0025,mg/L,7.3219,pH,0.6538,NTU
761,319,2022050308,고령정수장,4783012344,경북 고령군 다산면,생활정수,0.7325,mg/L,6.9113,pH,0.0567,NTU
762,318,2022050308,산성정수장,4518012363,전북 정읍시 옹동면,생활정수,0.9225,mg/L,7.6605,pH,0.0475,NTU
763,317,2022050308,덕정정수장,4680012386,전남 장흥군 부산면,생활정수,0.9375,mg/L,7.4006,pH,0.0558,NTU
764,316,2022050308,천안정수장,4413112355,충남 천안시 동남구,생활정수,0.7243,mg/L,7.1250,pH,0.0687,NTU
765,315,2022050307,반월정수장,4127112311,경기도 안산시 상록구,생활정수,1.0439,mg/L,7.4772,pH,0.0535,NTU
766,314,2022050307,양산정수장,4833012382,경남 양산시 상북면,생활정수,0.5472,mg/L,7.0698,pH,0.0424,NTU
767,313,2022050307,아산정수장,4420012354,충남 아산시 영인면,공업용수,0.4648,mg/L,7.2617,pH,0.5206,NTU
768,312,2022050307,고산정수장,4571012367,전북 완주군 고산면,생활정수,0.8877,mg/L,7.3434,pH,0.0423,NTU
769,311,2022050307,화순정수장,4679012364,전남 화순군 화순읍,생활정수,점검중,mg/L,7.1027,pH,0.0758,NTU
770,310,2022050307,대불정수장,4684012366,전남 무안군 몽타면,공업용수,점검중,mg/L,점검중,pH,0.2603,NTU
771,309,2022050307,자인정수장,4729012339,경산시 자인면,생활정수,0.6799,mg/L,6.9769,pH,0.0652,NTU
772,308,2022050307,반송정수장,4812312335,경남 창원시 성산구,생활정수,0.6185,mg/L,6.7845,pH,0.0762,NTU
773,307,2022050307,고양정수장,4128512319,경기도 고양시 일산동구,생활정수,0.8616,mg/L,7.5927,pH,0.0692,NTU
774,306,2022050307,동화정수장,4574012385,전북 장수군 변암면,생활정수,0.7632,mg/L,7.0482,pH,0.0650,NTU
775,305,2022050307,성남정수장,4113112313,경기도 성남시 수정구,생활정수,0.7915,mg/L,7.5396,pH,0.0544,NTU
776,304,2022050307,수지정수장,4146512316,경기도 용인시 상현동,생활정수,0.7992,mg/L,7.5698,pH,0.0678,NTU
777,303,2022050307,평림정수장,4688012387,전남 장성군 삼계면,생활정수,0.8554,mg/L,7.0241,pH,0.0609,NTU
778,302,2022050307,별량정수장,4615012368,전남 순천시 별량면,생활정수,0.8480,mg/L,7.1961,pH,0.0544,NTU
779,301,2022050307,사천정수장,4824012333,경남 사천시 축동면,생활정수,0.8620,mg/L,7.0905,pH,0.0395,NTU
780,300,2022050307,온산정수장,3171012336,울산시 울주군 온산읍,공업용수,0.0177,mg/L,7.5316,pH,0.6058,NTU
781,299,2022050307,파주정수장,4148012318,경기도 파주시 파주읍,공업용수,0.0000,mg/L,7.5099,pH,0.1813,NTU
782,298,2022050307,시흥정수장,4127312314,경기도 안산시 선부2동,공업용수,점검중,mg/L,7.6516,pH,0.2073,NTU
783,297,2022050307,황지정수장,4219012371,강원도 태백시 황지동,생활정수,0.8948,mg/L,7.2638,pH,0.0746,NTU
784,296,2022050307,아산정수장,4420012354,충남 아산시 영인면,생활정수,0.7453,mg/L,7.3025,pH,0.0506,NTU
785,295,2022050307,밀양정수장,4827012381,경남 밀양시 산외면,생활정수,0.4941,mg/L,7.0972,pH,0.0447,NTU
786,294,2022050307,천안정수장,4413112355,충남 천안시 동남구,공업용수,0.4815,mg/L,7.0781,pH,0.3408,NTU
787,293,2022050307,부안정수장,4580012360,전북 부안군 변산면,생활정수,0.8184,mg/L,6.7555,pH,0.0315,NTU
788,292,2022050307,덕정정수장,4680012386,전남 장흥군 부산면,생활정수,0.9360,mg/L,7.3994,pH,0.0559,NTU
789,291,2022050307,학야정수장,4711312378,포항시 북구 기계면,생활정수,0.7470,mg/L,7.4629,pH,0.0841,NTU
790,290,2022050307,청주정수장,4311112353,충북 청주시 상당구,공업용수,0.1345,mg/L,7.5978,pH,0.3648,NTU
791,289,2022050307,고령정수장,4783012344,경북 고령군 다산면,생활정수,0.7341,mg/L,6.9124,pH,0.0561,NTU
792,288,2022050307,송전정수장,4273012356,강원도 횡성군 횡성읍,생활정수,0.5836,mg/L,7.7583,pH,0.0556,NTU
793,287,2022050307,청주정수장,4311112353,충북 청주시 상당구,생활정수,0.9325,mg/L,7.5927,pH,0.0651,NTU
794,286,2022050307,공주정수장,4415012357,충남 공주시 유구읍,생활정수,0.6681,mg/L,7.4406,pH,0.0355,NTU
795,285,2022050307,구미정수장,4719012337,경북 구미시 고아읍,생활정수,0.7138,mg/L,7.1530,pH,0.0698,NTU
796,284,2022050307,천안정수장,4413112355,충남 천안시 동남구,생활정수,0.7335,mg/L,7.1326,pH,0.0689,NTU
797,283,2022050307,보령정수장,4418012359,층남 보령시 웅천읍,생활정수,0.8708,mg/L,7.5943,pH,0.0579,NTU
798,282,2022050307,운문정수장,4782012340,경북 청도군 운문면,생활정수,0.7491,mg/L,7.1963,pH,0.0416,NTU
799,281,2022050307,구천정수장,4831012332,경남 거제시 신협읍,생활정수,0.8336,mg/L,7.1418,pH,0.0505,NTU
800,280,2022050307,시흥정수장,4127312314,경기도 안산시 선부2동,생활정수,0.8175,mg/L,7.6286,pH,0.0608,NTU
801,279,2022050307,충주정수장,4313012380,충북 충주시 용탄동,생활정수,0.8181,mg/L,7.8809,pH,0.0391,NTU
802,278,2022050307,연초정수장,4831012331,경남 거제시 연초면,생활정수,0.7093,mg/L,7.2150,pH,0.0248,NTU
803,277,2022050307,군산정수장,4513012365,전북 군산시 내흥동,공업용수,0.0020,mg/L,7.3344,pH,0.6537,NTU
804,276,2022050307,와부정수장,4136012312,경기도 남양주시 와부읍,생활정수,0.8813,mg/L,7.4415,pH,0.0603,NTU
805,275,2022050307,덕소정수장,4136012317,경기도 남양주시 와부읍,생활정수,0.7941,mg/L,7.4297,pH,0.0586,NTU
806,274,2022050307,일산정수장,4128112315,경기도 고양시 덕양구,생활정수,0.9363,mg/L,7.5832,pH,0.0606,NTU
807,273,2022050307,금산정수장,4471012372,충남 금산군 남일면,생활정수,0.4747,mg/L,7.7262,pH,0.0881,NTU
808,272,2022050307,산성정수장,4518012363,전북 정읍시 옹동면,생활정수,0.8978,mg/L,7.6530,pH,0.0475,NTU
809,271,2022050307,석성정수장,4476012351,충남 부여군 석성면,생활정수,0.7857,mg/L,7.5436,pH,0.0526,NTU
810,270,2022050306,천안정수장,4413112355,충남 천안시 동남구,공업용수,0.4993,mg/L,7.0739,pH,0.3385,NTU
811,269,2022050306,밀양정수장,4827012381,경남 밀양시 산외면,생활정수,0.4944,mg/L,7.0963,pH,0.0450,NTU
812,268,2022050306,고양정수장,4128512319,경기도 고양시 일산동구,생활정수,0.8664,mg/L,7.5952,pH,0.0691,NTU
813,267,2022050306,천안정수장,4413112355,충남 천안시 동남구,생활정수,0.7401,mg/L,7.1339,pH,0.0688,NTU
814,266,2022050306,공주정수장,4415012357,충남 공주시 유구읍,생활정수,0.6619,mg/L,7.4420,pH,0.0371,NTU
815,265,2022050306,아산정수장,4420012354,충남 아산시 영인면,생활정수,0.7522,mg/L,7.2982,pH,0.0505,NTU
816,264,2022050306,별량정수장,4615012368,전남 순천시 별량면,생활정수,0.8412,mg/L,7.1955,pH,0.0537,NTU
817,263,2022050306,시흥정수장,4127312314,경기도 안산시 선부2동,공업용수,점검중,mg/L,7.6481,pH,0.2017,NTU
818,262,2022050306,파주정수장,4148012318,경기도 파주시 파주읍,공업용수,0.0000,mg/L,7.5165,pH,0.1848,NTU
819,261,2022050306,송전정수장,4273012356,강원도 횡성군 횡성읍,생활정수,0.5814,mg/L,7.7643,pH,0.0516,NTU
820,260,2022050306,보령정수장,4418012359,층남 보령시 웅천읍,생활정수,0.8668,mg/L,7.5841,pH,0.0580,NTU
821,259,2022050306,금산정수장,4471012372,충남 금산군 남일면,생활정수,0.4803,mg/L,7.7258,pH,0.0880,NTU
822,258,2022050306,화순정수장,4679012364,전남 화순군 화순읍,생활정수,점검중,mg/L,7.1049,pH,0.0752,NTU
823,257,2022050306,양산정수장,4833012382,경남 양산시 상북면,생활정수,0.5418,mg/L,7.0713,pH,0.0423,NTU
824,256,2022050306,사천정수장,4824012333,경남 사천시 축동면,생활정수,0.8635,mg/L,7.1157,pH,0.0392,NTU
825,255,2022050306,반송정수장,4812312335,경남 창원시 성산구,생활정수,0.6194,mg/L,6.7887,pH,0.0768,NTU
826,254,2022050306,구천정수장,4831012332,경남 거제시 신협읍,생활정수,0.8269,mg/L,7.1396,pH,0.0504,NTU
827,253,2022050306,와부정수장,4136012312,경기도 남양주시 와부읍,생활정수,0.8767,mg/L,7.4383,pH,0.0602,NTU
828,252,2022050306,수지정수장,4146512316,경기도 용인시 상현동,생활정수,0.7893,mg/L,7.5708,pH,0.0638,NTU
829,251,2022050306,동화정수장,4574012385,전북 장수군 변암면,생활정수,0.7604,mg/L,7.0603,pH,0.0653,NTU
830,250,2022050306,학야정수장,4711312378,포항시 북구 기계면,생활정수,0.7653,mg/L,7.4620,pH,0.0824,NTU
831,249,2022050306,군산정수장,4513012365,전북 군산시 내흥동,공업용수,0.0073,mg/L,7.3567,pH,0.6543,NTU
832,248,2022050306,고령정수장,4783012344,경북 고령군 다산면,생활정수,0.7496,mg/L,6.9125,pH,0.0558,NTU
833,247,2022050306,성남정수장,4113112313,경기도 성남시 수정구,생활정수,0.7952,mg/L,7.5418,pH,0.0542,NTU
834,246,2022050306,반월정수장,4127112311,경기도 안산시 상록구,생활정수,1.0465,mg/L,7.4749,pH,0.0532,NTU
835,245,2022050306,일산정수장,4128112315,경기도 고양시 덕양구,생활정수,0.9430,mg/L,7.5756,pH,0.0609,NTU
836,244,2022050306,평림정수장,4688012387,전남 장성군 삼계면,생활정수,0.8609,mg/L,7.0229,pH,0.0602,NTU
837,243,2022050306,온산정수장,3171012336,울산시 울주군 온산읍,공업용수,0.0169,mg/L,7.5319,pH,0.5880,NTU
838,242,2022050306,청주정수장,4311112353,충북 청주시 상당구,생활정수,0.9314,mg/L,7.5927,pH,0.0673,NTU
839,241,2022050306,아산정수장,4420012354,충남 아산시 영인면,공업용수,0.4765,mg/L,7.2718,pH,0.5230,NTU
840,240,2022050306,고산정수장,4571012367,전북 완주군 고산면,생활정수,0.8882,mg/L,7.3411,pH,0.0415,NTU
841,239,2022050306,덕정정수장,4680012386,전남 장흥군 부산면,생활정수,0.9346,mg/L,7.4015,pH,0.0559,NTU
842,238,2022050306,청주정수장,4311112353,충북 청주시 상당구,공업용수,0.1294,mg/L,7.6006,pH,0.3547,NTU
843,237,2022050306,시흥정수장,4127312314,경기도 안산시 선부2동,생활정수,0.8209,mg/L,7.6316,pH,0.0610,NTU
844,236,2022050306,구미정수장,4719012337,경북 구미시 고아읍,생활정수,0.7250,mg/L,7.1619,pH,0.0742,NTU
845,235,2022050306,부안정수장,4580012360,전북 부안군 변산면,생활정수,0.7934,mg/L,6.7545,pH,0.0312,NTU
846,234,2022050306,대불정수장,4684012366,전남 무안군 몽타면,공업용수,점검중,mg/L,점검중,pH,0.2602,NTU
847,233,2022050306,황지정수장,4219012371,강원도 태백시 황지동,생활정수,0.9032,mg/L,7.2581,pH,0.0743,NTU
848,232,2022050306,자인정수장,4729012339,경산시 자인면,생활정수,0.6803,mg/L,6.9713,pH,0.0653,NTU
849,231,2022050306,운문정수장,4782012340,경북 청도군 운문면,생활정수,0.7444,mg/L,7.1967,pH,0.0418,NTU
850,230,2022050306,연초정수장,4831012331,경남 거제시 연초면,생활정수,0.7081,mg/L,7.2171,pH,0.0249,NTU
851,229,2022050306,덕소정수장,4136012317,경기도 남양주시 와부읍,생활정수,0.7866,mg/L,7.4319,pH,0.0590,NTU
852,228,2022050306,충주정수장,4313012380,충북 충주시 용탄동,생활정수,0.7948,mg/L,7.8849,pH,0.0392,NTU
853,227,2022050306,석성정수장,4476012351,충남 부여군 석성면,생활정수,0.7905,mg/L,7.5472,pH,0.0532,NTU
854,226,2022050306,산성정수장,4518012363,전북 정읍시 옹동면,생활정수,0.8801,mg/L,7.6377,pH,0.0477,NTU
855,225,2022050305,충주정수장,4313012380,충북 충주시 용탄동,생활정수,0.7872,mg/L,7.8872,pH,0.0392,NTU
856,224,2022050305,보령정수장,4418012359,층남 보령시 웅천읍,생활정수,0.8415,mg/L,7.5743,pH,0.0578,NTU
857,223,2022050305,송전정수장,4273012356,강원도 횡성군 횡성읍,생활정수,0.5810,mg/L,7.7632,pH,0.0461,NTU
858,222,2022050305,부안정수장,4580012360,전북 부안군 변산면,생활정수,0.7827,mg/L,6.7611,pH,0.0314,NTU
859,221,2022050305,별량정수장,4615012368,전남 순천시 별량면,생활정수,0.8051,mg/L,7.1917,pH,0.0543,NTU
860,220,2022050305,자인정수장,4729012339,경산시 자인면,생활정수,0.6783,mg/L,6.9590,pH,0.0655,NTU
861,219,2022050305,고령정수장,4783012344,경북 고령군 다산면,생활정수,0.7597,mg/L,6.9131,pH,0.0552,NTU
862,218,2022050305,일산정수장,4128112315,경기도 고양시 덕양구,생활정수,0.9500,mg/L,7.5715,pH,0.0610,NTU
863,217,2022050305,구미정수장,4719012337,경북 구미시 고아읍,생활정수,0.7169,mg/L,7.1746,pH,0.0772,NTU
